short_name,long_name,nationality_name,overall,age,player_positions,club_name,cluster,cluster_name,pace,shooting,passing,dribbling,defending,physic
Y. Sbai,Yousri Sbai,Netherlands,60,20,"RB, RM",NEC Nijmegen,1,Defensive Anchor,74.0,37.0,43.0,61.0,57.0,49.0
D. Preu,David Preu,Germany,62,20,"LM, CAM, ST, LW",1. FC Union Berlin,0,Pacey Dribbler,68.0,55.0,59.0,66.0,33.0,42.0
O. Joly,Octave Joly,France,62,22,"CDM, CM",Rodez Aveyron Football,3,Defensive Anchor II,60.0,35.0,53.0,54.0,62.0,63.0
J. Valou,Jean Yves Valou,Côte d'Ivoire,62,19,"CB, LB",Villarreal CF,3,Defensive Anchor II,63.0,31.0,48.0,56.0,62.0,66.0
B. Nink,Ben Nink,Germany,60,17,"RB, CB, RM",SV Wehen Wiesbaden,3,Defensive Anchor II,59.0,38.0,53.0,56.0,58.0,60.0
T. Borevković,Toni Borevković,Croatia,73,28,CB,Samsunspor,3,Defensive Anchor II,45.0,30.0,47.0,49.0,74.0,80.0
V. Skjærvik,Vetle Skjærvik,Norway,65,24,CB,Tromsø IL,3,Defensive Anchor II,71.0,28.0,46.0,59.0,64.0,70.0
A. Nesbitt,Aidan Robert Nesbitt,Scotland,60,28,"LM, CAM, LW",Falkirk,0,Pacey Dribbler,70.0,49.0,54.0,65.0,33.0,45.0
T. Fredricson,Tyler Fredricson,England,65,20,CB,Manchester United,3,Defensive Anchor II,65.0,29.0,48.0,56.0,65.0,68.0
D. Fonville,Deveron Fonville,Netherlands,63,22,"LB, CB, LM",NEC Nijmegen,1,Defensive Anchor,73.0,33.0,49.0,59.0,61.0,54.0
J. Seelt,Jenson Seelt,Netherlands,66,22,"CB, RB, RM",VfL Wolfsburg,3,Defensive Anchor II,65.0,35.0,48.0,49.0,65.0,71.0
João Pedro,João Pedro Reginaldo,Brazil,64,22,"LB, CB, LM",Radomiak Radom,3,Defensive Anchor II,66.0,27.0,55.0,55.0,63.0,64.0
J. Neal,Jalen Christopher Neal,United States,66,21,CB,CF Montréal,3,Defensive Anchor II,70.0,23.0,54.0,59.0,67.0,65.0
B. Spencer,Brad Spencer,England,60,29,"CDM, CM",Falkirk,1,Defensive Anchor,65.0,38.0,54.0,53.0,56.0,57.0
J. Cissé,Jonathan Cissé,Côte d'Ivoire,68,28,CB,Universitatea Cluj,3,Defensive Anchor II,55.0,35.0,42.0,52.0,66.0,82.0
E. Acquah,Emile Acquah,England,61,24,ST,Dundee FC,5,Target Striker,69.0,59.0,41.0,58.0,24.0,75.0
Y. Okou,Yllan Okou,France,65,22,CB,RAAL La Louvière,3,Defensive Anchor II,69.0,31.0,48.0,55.0,65.0,61.0
Iñigo Piña,Iñigo Sebastián Magaña,Spain,67,30,CB,SD Huesca,3,Defensive Anchor II,63.0,33.0,50.0,49.0,68.0,65.0
S. Revan,Sebastian Revan,England,62,21,"LB, CB, LM",Burton Albion,3,Defensive Anchor II,58.0,36.0,51.0,59.0,62.0,53.0
A. Kelati,Andu Yobel Kelati,Germany,64,22,"CAM, CM",Holstein Kiel,0,Pacey Dribbler,62.0,55.0,64.0,67.0,33.0,45.0
M. Faqihi,Muath Abdulaziz Ahmad Fagihyمعاذ عبدالعزيز فقيهي,Saudi Arabia,60,23,"LB, LM",Al Ittihad,3,Defensive Anchor II,74.0,33.0,47.0,55.0,56.0,69.0
I. Bowat,Ibane Bowat,Scotland,68,22,CB,Portsmouth,3,Defensive Anchor II,51.0,30.0,48.0,57.0,67.0,79.0
L. Reichardt,Leon Reichardt,Germany,61,21,"CB, LB, LM",FC Hansa Rostock,3,Defensive Anchor II,58.0,38.0,52.0,55.0,63.0,60.0
N. Demartini,Nicolás Agustín Demartini,Argentina,68,25,"CB, LB",Barracas Central,3,Defensive Anchor II,61.0,29.0,46.0,49.0,69.0,74.0
J. Simpson,Jack Benjamin Simpson,England,64,28,CB,Leyton Orient,3,Defensive Anchor II,50.0,37.0,51.0,55.0,63.0,68.0
C. Vidal,Clément Vidal,France,68,25,CB,Grenoble Foot 38,3,Defensive Anchor II,47.0,35.0,47.0,57.0,69.0,70.0
Song Ju Hun,Ju-hun Song송주훈 宋株熏,Korea Republic,68,31,CB,Jeju United FC,3,Defensive Anchor II,57.0,35.0,44.0,48.0,66.0,79.0
E. Baidoo,Edmund Baidoo,Ghana,62,19,"RW, ST, RM",FC Red Bull Salzburg,0,Pacey Dribbler,74.0,61.0,53.0,66.0,27.0,49.0
F. Ardraa,Fredrik Pau Vilaseca Ardraa,Norway,60,18,"CAM, CM",Strømsgodset IF,0,Pacey Dribbler,59.0,54.0,53.0,62.0,39.0,54.0
L. Quintana,Lucas Ariel Quintana Rodríguez,Paraguay,63,20,CB,Cerro Porteño,3,Defensive Anchor II,68.0,37.0,42.0,45.0,63.0,66.0
A. Parsemain,Alexandre Parsemain,France,63,22,ST,FC Lugano,5,Target Striker,67.0,67.0,47.0,57.0,22.0,60.0
Egiluz,Unai Egiluz Arroyo,Spain,70,23,CB,Athletic Club,3,Defensive Anchor II,58.0,40.0,46.0,46.0,71.0,73.0
O. Camara,Oumar Camara,France,63,18,"RW, LW, RM",Vitória SC,0,Pacey Dribbler,74.0,59.0,53.0,66.0,28.0,52.0
K. Cameron,Kyle Milne Cameron,Scotland,61,28,CB,Bromley,3,Defensive Anchor II,53.0,38.0,46.0,54.0,60.0,73.0
M. Sulzner,Marco Alessandro Sulzner,Austria,62,21,"CDM, CM",Wolfsberger AC,3,Defensive Anchor II,60.0,34.0,54.0,54.0,61.0,64.0
S. Westerlund,Sivert Eriksen Westerlund,Norway,61,26,"LB, CB, LM",Strømsgodset IF,3,Defensive Anchor II,65.0,29.0,55.0,57.0,58.0,65.0
S. Kilen,Sander Hestetun Kilen,Norway,61,20,"LM, ST, LW",Kristiansund BK,0,Pacey Dribbler,65.0,58.0,57.0,60.0,27.0,53.0
Pablo Vázquez,Pablo Vázquez Pérez,Spain,70,30,CB,Real Sporting de Gijón,3,Defensive Anchor II,67.0,32.0,49.0,51.0,68.0,70.0
A. Colazo,Rodrigo Agustín Colazo,Argentina,61,24,"ST, RW, RM",Club Atlético Unión,5,Target Striker,62.0,65.0,50.0,62.0,25.0,57.0
D. Zator,Dominick Lukasz Zator,Canada,63,30,"RB, CB",Arka Gdynia,3,Defensive Anchor II,71.0,29.0,43.0,52.0,62.0,79.0
L. Cass,Lewis Graham Cass,England,60,25,"RB, CB, RM",Harrogate Town,3,Defensive Anchor II,66.0,33.0,49.0,57.0,58.0,68.0
M. López Quintana,Mario Federico López Quintana,Paraguay,67,29,CB,Guaraní,3,Defensive Anchor II,59.0,32.0,43.0,43.0,66.0,78.0
N. Saint-Ruf,Nicolas Saint-Ruf,France,65,32,CB,AS Nancy Lorraine,3,Defensive Anchor II,68.0,27.0,49.0,55.0,63.0,75.0
M. Eerdhuijzen,Mike Eerdhuijzen,Netherlands,73,24,CB,FC Utrecht,3,Defensive Anchor II,52.0,25.0,54.0,47.0,74.0,78.0
Allan Paulista,Allan de Souza Miranda,Brazil,61,25,ST,Hyderabad FC,5,Target Striker,79.0,59.0,49.0,60.0,20.0,64.0
Y. Akçiçek,Yusuf Akçiçek,Türkiye,65,19,CB,Al Hilal,3,Defensive Anchor II,64.0,30.0,49.0,57.0,64.0,73.0
T. Bradbury,Thomas Bradbury,England,62,27,"LB, CB, LM",Harrogate Town,3,Defensive Anchor II,61.0,34.0,50.0,52.0,60.0,75.0
T. Nyhammer,Troy Engseth Nyhammer,Norway,61,18,"RW, CAM, CM, RM",FK Haugesund,5,Target Striker,55.0,58.0,58.0,62.0,25.0,57.0
J. Assoumou,Kouadou Jaurès Assoumou,Côte d'Ivoire,63,22,"ST, RM",ESTAC Troyes,0,Pacey Dribbler,68.0,65.0,51.0,65.0,22.0,47.0
M. Iloski,Milan IloskiМилан Илоски,United States,64,25,ST,Philadelphia Union,0,Pacey Dribbler,78.0,63.0,44.0,67.0,20.0,51.0
A. Julloux,Adrien Julloux,France,61,28,"RB, RM",AS Nancy Lorraine,3,Defensive Anchor II,63.0,33.0,47.0,57.0,58.0,67.0
Z. Fdaouch,Zakaria Fdaouch,France,61,28,"LM, LW",AS Nancy Lorraine,0,Pacey Dribbler,69.0,53.0,60.0,60.0,28.0,53.0
Jesús Díaz,Jesús Antonio Díaz Gómez,Colombia,64,26,"RM, CAM, LM, RW",Zagłębie Lubin,0,Pacey Dribbler,79.0,59.0,58.0,65.0,18.0,53.0
L. Morrison,Liam Morrison,Scotland,68,22,CB,Queens Park Rangers,3,Defensive Anchor II,51.0,31.0,48.0,55.0,68.0,68.0
I. Sané,Ibou Sané,Senegal,63,20,ST,FC Metz,0,Pacey Dribbler,71.0,62.0,50.0,65.0,22.0,52.0
D. Denoon,Daniel Tyrell Denoon,Switzerland,62,21,CB,Pisa,3,Defensive Anchor II,63.0,33.0,52.0,49.0,60.0,69.0
L. Umpiérrez,Leandro Umpiérrez,Uruguay,64,21,"RW, RM",Peñarol,0,Pacey Dribbler,70.0,61.0,55.0,66.0,26.0,47.0
Samu Cortés,Samuel Cruz Cortés Cortés,Spain,61,19,"RW, RM, LW",Granada CF,0,Pacey Dribbler,69.0,58.0,56.0,66.0,32.0,42.0
R. Donovan,Romelle Donovan,England,61,18,"RM, CAM, RW",Brentford,0,Pacey Dribbler,79.0,55.0,55.0,65.0,29.0,45.0
L. Realpe,Leonardo Javier Realpe Montaño,Ecuador,68,24,CB,Famalicão,3,Defensive Anchor II,63.0,26.0,49.0,51.0,68.0,73.0
A. Tanghe,Anton Willy Tanghe,Belgium,67,26,CB,SV Zulte Waregem,3,Defensive Anchor II,56.0,26.0,51.0,51.0,67.0,73.0
A. Rogel,Agustín Maximiliano Rogel Paita,Uruguay,70,27,CB,Hertha BSC,3,Defensive Anchor II,53.0,33.0,48.0,54.0,70.0,74.0
A. Tsoungui,Antef Tsoungui,Belgium,64,22,"CB, CDM",GD Estoril Praia,3,Defensive Anchor II,71.0,34.0,46.0,46.0,62.0,71.0
Lee Han Beom,Han-beom Lee이한범,Korea Republic,69,23,CB,FC Midtjylland,3,Defensive Anchor II,55.0,29.0,51.0,58.0,69.0,71.0
M. Egbring,Mats Montijn Egbring,Netherlands,61,18,"RB, RM",SC Heerenveen,3,Defensive Anchor II,59.0,35.0,55.0,56.0,58.0,63.0
M. Ramírez,Mateo Ramírez Montenegro,Argentina,60,30,CM,Deportivo Riestra,1,Defensive Anchor,67.0,35.0,56.0,59.0,51.0,66.0
Xabi Huarte,Xabier Huarte Armendáriz,Spain,65,24,"CAM, CM",CD Tondela,0,Pacey Dribbler,65.0,53.0,59.0,66.0,37.0,44.0
Jon Martín,Jon Martín Vicente,Spain,68,19,CB,Real Sociedad,3,Defensive Anchor II,65.0,26.0,48.0,60.0,70.0,65.0
A. Bravo,Agustín Antonio Bravo,Argentina,62,24,"CB, LB",Instituto Atlético Central Córdoba,3,Defensive Anchor II,70.0,38.0,38.0,45.0,65.0,66.0
C. Donovan,Christopher Donovan,United States,60,24,"ST, CAM",Philadelphia Union,5,Target Striker,65.0,58.0,45.0,59.0,35.0,62.0
F. Harchaoui,Fayssal Harchaoui,Germany,60,19,"CDM, CM",1. FC Köln,1,Defensive Anchor,63.0,36.0,54.0,60.0,58.0,53.0
E. Kaboré,Moïse Elohim Victoire Kaboré,Côte d'Ivoire,62,18,ST,Hammarby Fotboll,5,Target Striker,81.0,60.0,49.0,63.0,17.0,59.0
Ekaitz Redondo,Ekaitz Redondo Borrajo,Spain,60,20,ST,SD Eibar,0,Pacey Dribbler,68.0,59.0,52.0,60.0,18.0,55.0
N. Sow,Noé Sow,France,64,26,"CB, CDM, CM",FC Sion,3,Defensive Anchor II,54.0,34.0,50.0,55.0,63.0,67.0
M. Scholze,Max Scholze,Germany,62,20,"RB, RM",SSV Ulm 1846,3,Defensive Anchor II,64.0,37.0,46.0,55.0,63.0,57.0
David López,David López Guijarro,Spain,68,22,CB,RCD Mallorca,3,Defensive Anchor II,59.0,32.0,48.0,52.0,67.0,77.0
Y. Njoh,Yonis Njoh,France,63,21,"LW, RW, LM",Viborg FF,5,Target Striker,66.0,62.0,55.0,64.0,17.0,57.0
Jorge Fernandes,Jorge Filipe Oliveira Fernandes,Portugal,73,28,CB,Al Fateh,3,Defensive Anchor II,34.0,34.0,48.0,57.0,74.0,80.0
S. Al Mousa,Saad Mohammed Misfer Al Mousa Al Qahtaniسعد آل موسى,Saudi Arabia,65,22,CB,Al Ittihad,3,Defensive Anchor II,64.0,25.0,53.0,56.0,65.0,70.0
J. Ragen,Jackson Ragen,United States,71,26,CB,Seattle Sounders FC,3,Defensive Anchor II,48.0,25.0,53.0,47.0,69.0,81.0
E. Montet,Enzo Montet,France,61,22,"CDM, CM",Stade Lavallois Mayenne FC,3,Defensive Anchor II,53.0,38.0,54.0,58.0,56.0,63.0
P. Ba,Papa Dame Ba,Senegal,61,21,"RM, CAM, RW",Girona FC,0,Pacey Dribbler,79.0,52.0,54.0,63.0,29.0,54.0
A. Hawsawi,Abdullah Ahmed Musa Al Hawsawiعبدالله هوساوي,Saudi Arabia,61,29,"RB, RM",Al-Najma SC,3,Defensive Anchor II,69.0,34.0,49.0,53.0,59.0,68.0
Park Chan Yong,Chan-yong Park박찬용,Korea Republic,68,29,CB,Gimcheon Sangmu FC,3,Defensive Anchor II,65.0,31.0,46.0,41.0,68.0,72.0
G. Cotugno,Guillermo Gastón Cotugno Lima,Uruguay,69,30,"CB, RB",Racing Club de Montevideo,3,Defensive Anchor II,57.0,30.0,48.0,48.0,71.0,71.0
O. Ontivero,Octavio Damián Ontivero,Argentina,62,19,"LB, LM",Lanús,1,Defensive Anchor,70.0,36.0,53.0,61.0,59.0,54.0
M. Al Baqawi,Mohammed Kareem Al Baqawiمحمد البقعاوي,Saudi Arabia,62,29,"RB, CB, RM",Al Fayha,3,Defensive Anchor II,71.0,28.0,51.0,53.0,58.0,70.0
Ulisses Wilson,Ulisses Wilson Jeronymo Rocha,Brazil,69,25,CB,CD Nacional,3,Defensive Anchor II,51.0,31.0,43.0,53.0,67.0,79.0
Pacheco,Jon Pacheco Dozagarat,Spain,74,24,CB,Deportivo Alavés,3,Defensive Anchor II,48.0,22.0,52.0,51.0,75.0,68.0
A. Rodríguez,Agustín Javier Rodríguez,Argentina,61,21,"CAM, RM, LM, CM",Lanús,0,Pacey Dribbler,64.0,44.0,61.0,65.0,41.0,43.0
Choi Sung Bum,Sung Bum Choi,Korea Republic,60,23,"RM, RW, LW",FC Anyang,0,Pacey Dribbler,79.0,57.0,49.0,62.0,24.0,54.0
A. N'Gatta,Ange Loïc N'Gatta,France,60,21,"RB, RM",Grenoble Foot 38,3,Defensive Anchor II,59.0,35.0,48.0,59.0,58.0,64.0
M. Ndiaye,Mame Mor Ndiaye,Senegal,63,28,ST,KFUM-Kameratene Oslo,5,Target Striker,66.0,61.0,50.0,58.0,19.0,69.0
Park Seong Hun,Seong-hun Park박성훈,Korea Republic,60,22,CB,FC Seoul,3,Defensive Anchor II,60.0,34.0,49.0,53.0,60.0,65.0
A. Al Bulayhi,Ali Hadi Mohammed Al Bulaihiعلي هادي محمد البليهي,Saudi Arabia,70,35,CB,Al Hilal,3,Defensive Anchor II,41.0,42.0,43.0,42.0,69.0,82.0
A. Burak,Abdulsamet Burak,Türkiye,60,29,"CB, CDM, LB",Kayserispor,3,Defensive Anchor II,58.0,35.0,49.0,53.0,60.0,65.0
Z. Robinson,Zachary Scott Robinson,England,60,23,ST,Motherwell FC,5,Target Striker,72.0,58.0,48.0,61.0,27.0,61.0
Isaque,Isaque Severino Silva,Brazil,65,18,"CAM, CM",Shakhtar Donetsk,0,Pacey Dribbler,69.0,48.0,62.0,69.0,33.0,52.0
S. Gyamfi,Stephen Annor Gyamfi,Ghana,60,22,ST,Houston Dynamo,0,Pacey Dribbler,76.0,61.0,53.0,57.0,25.0,52.0
Guilherme Soares,Guilherme Araújo Soares,Portugal,66,24,"CB, RB, RM",Asociația Clubul Sportiv Petrolul 52,3,Defensive Anchor II,59.0,38.0,45.0,49.0,67.0,70.0
A. Parra,Aldo de Jesús Parra González,Paraguay,60,22,"RM, RW",Sportivo Luqueño,0,Pacey Dribbler,68.0,60.0,53.0,62.0,29.0,53.0
P. Lemonnier,Pierre Lemonnier,France,68,31,CB,Red Star FC,3,Defensive Anchor II,53.0,28.0,49.0,59.0,68.0,74.0
Mantilla,Álvaro Mantilla Pérez,Spain,66,25,"RB, CB",Racing Santander,3,Defensive Anchor II,54.0,26.0,56.0,54.0,63.0,68.0
L. Kramer,Lars Kramer,Netherlands,67,25,CB,Rapid Bucuresti,3,Defensive Anchor II,49.0,34.0,47.0,49.0,67.0,75.0
L. Offord,Luke William Offord,England,63,25,CB,Milton Keynes Dons,3,Defensive Anchor II,65.0,28.0,48.0,54.0,61.0,73.0
U. Fredriksen,Ulrik Tillung Fredriksen,Norway,66,26,"CB, RB",Fredrikstad FK,3,Defensive Anchor II,41.0,31.0,51.0,54.0,64.0,82.0
Lee Dong Hee,Dong-hee Lee이동희,Korea Republic,66,25,CB,Pohang Steelers,3,Defensive Anchor II,67.0,26.0,49.0,48.0,65.0,72.0
D. Thiam,Demba Thiam,France,63,35,"CB, RB",US Boulogne Cote d'Opale,3,Defensive Anchor II,68.0,25.0,50.0,58.0,63.0,65.0
C. Baker-Richardson,Courtney Romello Baker-Richardson,England,61,29,ST,Newport County,5,Target Striker,69.0,61.0,43.0,58.0,25.0,70.0
A. Calut,Alexandro Calut,Belgium,60,22,"LB, LM",Standard de Liège,1,Defensive Anchor,68.0,29.0,52.0,58.0,56.0,60.0
C. Ravych,Christiaan Ravych,Belgium,70,22,"CB, RB, LB",Cercle Brugge KSV,3,Defensive Anchor II,45.0,28.0,53.0,59.0,70.0,65.0
J. Wilson,James Wilson,Scotland,63,18,ST,Hearts,5,Target Striker,72.0,63.0,42.0,62.0,19.0,56.0
M. Pérez,Matías Damián Pérez,Argentina,68,25,"CB, CDM, CM",Cerro Porteño,3,Defensive Anchor II,59.0,36.0,43.0,45.0,71.0,68.0
N. Siri,Nicolás Hernán Siri Cagno,Uruguay,62,21,ST,Salford City,5,Target Striker,76.0,60.0,46.0,62.0,22.0,61.0
E. Pihlström,Elias Pihlström,Sweden,62,18,"LW, LM",FC Lugano,0,Pacey Dribbler,67.0,58.0,58.0,63.0,26.0,54.0
A. Drouhin,Axel Drouhin,France,67,25,CB,FC Annecy,3,Defensive Anchor II,65.0,27.0,45.0,51.0,67.0,77.0
D. Ríos,Daniel Armando Ríos Calderón,Mexico,65,30,ST,Vancouver Whitecaps FC,5,Target Striker,48.0,70.0,45.0,59.0,26.0,68.0
B. Pauwels,Benjamin Pauwels,Belgium,61,20,"RW, RM",CD Leganés,0,Pacey Dribbler,75.0,55.0,54.0,64.0,26.0,55.0
Guilherme Ramos,Guilherme Magro Pires Ramos,Portugal,68,27,CB,Hamburger SV,3,Defensive Anchor II,60.0,33.0,46.0,50.0,67.0,74.0
C. Barker,Charlie Mel Barker,England,62,22,CB,Crawley Town,3,Defensive Anchor II,65.0,35.0,46.0,53.0,59.0,71.0
J. Whatmough,Jack David Vincent Whatmough,England,69,28,CB,Huddersfield Town,3,Defensive Anchor II,49.0,26.0,49.0,57.0,68.0,78.0
G. Hanley,Grant Campbell Hanley,Scotland,70,33,CB,Hibernian,3,Defensive Anchor II,52.0,30.0,47.0,49.0,69.0,78.0
M. Miazga,Matthew Miazga,United States,72,29,CB,FC Cincinnati,3,Defensive Anchor II,46.0,26.0,47.0,57.0,72.0,78.0
R. Bormuth,Robin Bormuth,Germany,68,29,CB,1. FC Saarbrücken,3,Defensive Anchor II,64.0,27.0,46.0,48.0,68.0,73.0
M. Barbieri,Miguel Ángel Barbieri,Argentina,69,31,CB,Deportivo Riestra,3,Defensive Anchor II,58.0,34.0,43.0,52.0,68.0,66.0
Postigo,Sergio Postigo Redondo,Spain,66,36,CB,CD Mirandés,3,Defensive Anchor II,44.0,46.0,51.0,52.0,66.0,68.0
R. Oné,Ryan Oné,Scotland,61,19,ST,Sheffield United,5,Target Striker,73.0,60.0,46.0,59.0,21.0,64.0
L. Robinson,Leon Reid Robinson,Germany,64,23,"CDM, CM, CB",1. FC Kaiserslautern,3,Defensive Anchor II,61.0,31.0,56.0,52.0,64.0,66.0
Orobengoa,Ekain Orobengoa Arbelaiz,Spain,61,21,"ST, LM, LW",Real Sociedad de Fútbol B,0,Pacey Dribbler,64.0,62.0,53.0,60.0,24.0,53.0
J. Gonstad,Julian Bakkeli Gonstad,Norway,60,19,"ST, RW",Hamarkameratene,0,Pacey Dribbler,65.0,59.0,53.0,64.0,20.0,45.0
G. Jean,Gaby Jean,France,68,25,CB,Lecce,3,Defensive Anchor II,55.0,33.0,45.0,49.0,69.0,73.0
Arambarri,Aritz Arambarri Murua,Spain,68,27,CB,SD Eibar,3,Defensive Anchor II,51.0,29.0,53.0,43.0,69.0,73.0
F. Al Abdulrazzaq,Fahad Khalid Al Abdulraziq,Saudi Arabia,60,25,"RB, LB, RM",Al-Najma SC,1,Defensive Anchor,79.0,34.0,52.0,56.0,54.0,57.0
M. Aziz,Musibau Aziz,Ghana,60,18,ST,TSV Hartberg,5,Target Striker,71.0,59.0,46.0,58.0,27.0,62.0
C. Touré,Cheikh Touré,Senegal,62,28,ST,AS Nancy Lorraine,5,Target Striker,70.0,63.0,47.0,58.0,24.0,61.0
C. Lenz,Cajetan Lenz,Germany,60,19,"CDM, CM",VfL Bochum 1848,3,Defensive Anchor II,58.0,34.0,55.0,51.0,61.0,64.0
C. Widell,Casper Widell,Sweden,68,22,CB,Excelsior,3,Defensive Anchor II,59.0,29.0,51.0,48.0,67.0,76.0
N. Zalazar,Nicolás Mauricio Zalazar,Argentina,67,28,CB,Instituto Atlético Central Córdoba,3,Defensive Anchor II,67.0,36.0,38.0,46.0,67.0,74.0
Arnu,Adrián Arnuncio Baquerín,Spain,62,18,ST,Real Valladolid CF,0,Pacey Dribbler,68.0,63.0,47.0,61.0,26.0,54.0
Q. Paris,Quentin Paris,France,61,18,"LW, ST, LM",FC Annecy,0,Pacey Dribbler,70.0,59.0,47.0,68.0,25.0,55.0
F. Okoronkwo,Francis Okereke Okoronkwo,England,60,20,ST,Lincoln City,5,Target Striker,72.0,60.0,48.0,60.0,24.0,60.0
T. Nixon,Thomas Nixon,England,60,22,"RB, LB, RM",Doncaster Rovers,1,Defensive Anchor,65.0,37.0,51.0,58.0,55.0,65.0
Koke,Jorge Iglesias González,Spain,62,20,"RB, RM",Real Valladolid CF,3,Defensive Anchor II,55.0,39.0,47.0,59.0,63.0,49.0
T. Olusanya,Olutoyosi Tajudeen Olusanya,England,62,27,"ST, RW, RM",Doncaster Rovers,0,Pacey Dribbler,83.0,60.0,51.0,64.0,22.0,42.0
J. Rafanello,Jeremy Michael Rafanello,United States,60,25,"CAM, CM",Philadelphia Union,0,Pacey Dribbler,62.0,59.0,56.0,60.0,29.0,57.0
M. Koch,Menno Robert Maria Koch,Netherlands,67,30,CB,Sarpsborg 08 FF,3,Defensive Anchor II,35.0,43.0,47.0,50.0,67.0,71.0
Kim Min Duk,Min-duk Kim김민덕,Korea Republic,65,28,"CB, RB",Daejeon Citizen,3,Defensive Anchor II,66.0,34.0,39.0,54.0,65.0,72.0
M. Dellinger,Michael Dellinger,Germany,64,32,ST,1. FC Schweinfurt 05,5,Target Striker,61.0,64.0,50.0,61.0,18.0,63.0
M. Al Shuwayrikh,Mohammed Al Shwirekh,Saudi Arabia,64,27,CB,Al Shabab,3,Defensive Anchor II,62.0,29.0,49.0,53.0,63.0,70.0
J. Norris,James Barry Norris,England,60,22,"LB, LM",Shelbourne FC,1,Defensive Anchor,68.0,35.0,53.0,54.0,55.0,56.0
D. McGuire,Duncan MacAllister McGuire,United States,68,24,ST,Orlando City SC,5,Target Striker,65.0,65.0,43.0,61.0,25.0,67.0
Yarlen,Yarlen Faustino Augusto,Brazil,63,19,"RM, LM, RW",CD Tondela,0,Pacey Dribbler,74.0,58.0,55.0,66.0,28.0,46.0
S. Sosa,Santiago Nahuel Sosa Yung,Argentina,60,20,"CDM, CM",Defensa y Justicia,3,Defensive Anchor II,49.0,43.0,49.0,55.0,57.0,66.0
Jastin,Antonino Jastin García Lopéz,Portugal,63,21,"LM, CAM, LW",FC Andorra,0,Pacey Dribbler,77.0,55.0,54.0,66.0,23.0,56.0
M. Alsalkhadi,Mohammad Alsalkhadi,Sweden,63,23,"RW, ST, LW, RM",IFK Värnamo,0,Pacey Dribbler,68.0,59.0,58.0,63.0,24.0,51.0
F. Gedik,Furkan Gedik,Türkiye,61,22,"LW, RW, LM",Kocaelispor,0,Pacey Dribbler,82.0,60.0,51.0,66.0,29.0,42.0
S. Nioule,Severin Nioule,Côte d'Ivoire,63,20,"LM, RM, LW",BK Häcken,0,Pacey Dribbler,89.0,58.0,51.0,66.0,23.0,48.0
Y. Rafii,Yanis Rafii,France,60,20,ST,Amiens SC,5,Target Striker,58.0,56.0,50.0,57.0,34.0,64.0
M. Sosa,Matías Josías Sosa,Argentina,61,23,"LM, RM, LW",Defensa y Justicia,0,Pacey Dribbler,69.0,60.0,57.0,64.0,25.0,49.0
Pedro Pacheco,Pedro Jorge Pacheco Seabra,Portugal,67,28,CB,Santa Clara,3,Defensive Anchor II,46.0,39.0,45.0,50.0,69.0,66.0
Bruno Wilson,Bruno Ricardo Valdez Wilson,Portugal,69,28,CB,San Jose Earthquakes,3,Defensive Anchor II,50.0,30.0,45.0,49.0,69.0,77.0
Lee Ji Sol,Ji-sol Lee이지솔,Korea Republic,64,25,CB,Suwon FC,3,Defensive Anchor II,62.0,39.0,43.0,44.0,61.0,77.0
Kauan Gomes,Kauan Souza Gomes,Brazil,60,20,"RB, RM",Alverca,1,Defensive Anchor,71.0,38.0,46.0,60.0,55.0,54.0
J. Foothead,Jarrah Foothead,Australia,61,37,ST,Western United,5,Target Striker,66.0,59.0,45.0,58.0,27.0,69.0
M. Kücüksahin,Mahmut Kücüksahin,Türkiye,60,21,"CDM, CM",FC Augsburg,1,Defensive Anchor,53.0,36.0,55.0,58.0,60.0,47.0
Rafael Fernandes,Rafael Tavares Gomes Fernandes,Portugal,63,23,CB,Lille OSC,3,Defensive Anchor II,48.0,37.0,49.0,47.0,63.0,64.0
D. Viera,Diego Francisco Viera Ruiz Díaz,Paraguay,76,34,CB,Libertad,3,Defensive Anchor II,35.0,27.0,44.0,50.0,77.0,84.0
D. Ulvestad,Dan Peter Ulvestad,Norway,66,36,CB,Kristiansund BK,3,Defensive Anchor II,32.0,44.0,49.0,45.0,64.0,77.0
W. Osawe,Winners Mark Osawe,Germany,61,18,"CDM, CM",1. FC Nürnberg,3,Defensive Anchor II,66.0,38.0,48.0,55.0,60.0,67.0
M. Karbstein,Malte Karbstein,Germany,64,27,CB,SV Waldhof Mannheim,3,Defensive Anchor II,61.0,36.0,48.0,51.0,63.0,71.0
D. Reverson,Damienus Reverson,Netherlands,60,21,"ST, CAM, CM",FC Zürich,5,Target Striker,74.0,58.0,47.0,63.0,27.0,58.0
J. van der Werff,Jasper van der Werff,Switzerland,65,26,CB,Universitatea Cluj,3,Defensive Anchor II,57.0,29.0,48.0,58.0,65.0,69.0
H. Al Hammami,Hammam Al Hammami,Saudi Arabia,60,21,"RM, RW",Al Shabab,0,Pacey Dribbler,71.0,53.0,52.0,63.0,35.0,54.0
L. Breunig,Louis Breunig,Germany,66,21,CB,Eintracht Braunschweig,3,Defensive Anchor II,74.0,26.0,50.0,51.0,68.0,69.0
F. Anselmo,Federico Marcelo Anselmo,Argentina,64,31,ST,Club Atlético San Martín,5,Target Striker,56.0,64.0,46.0,58.0,28.0,67.0
